Region,Country,Target,Indicator Number,Indicator Name,Year,Value,Metadata
Latin America and the Caribbean,Anguilla,1.a,1.a.2,Expenditure on education as a percentage of total government expenditure (%),2022,11.79,"SOURCE:  Estimates of Recurrent Revenue, Expenditure and Capital (http://www.gov.ai/documents/2021%20Budget.pdf ; http://www.gov.ai/documents/finance/2022%20Budget.pdf)"
Latin America and the Caribbean,Anguilla,1.a,1.a.2,Expenditure on education as a percentage of total government expenditure (%),2019,13.48,"SOURCE:  Estimates of Recurrent Revenue, Expenditure and Capital (http://www.gov.ai/documents/budget/2019%20GOA%20Budget.pdf)"
Latin America and the Caribbean,Anguilla,Education 2030 FFA,Education 2030 FFA,Government expenditure on education as a percentage of GDP (%),2016,3.18,"SOURCE:  Estimates of Recurrent Revenue, Expenditure and Capital (http://www.gov.ai/documents/finance/Final%202016%20Budget.pdf)"
Latin America and the Caribbean,Anguilla,Education 2030 FFA,Education 2030 FFA,Government expenditure on education as a percentage of GDP (%),2015,2.98,"SOURCE:  Estimates of Recurrent Revenue, Expenditure and Capital (http://www.gov.ai/documents/budget/2015%20Budget%20Final.pdf)"
Latin America and the Caribbean,Anguilla,1.a,1.a.2,Expenditure on education as a percentage of total government expenditure (%),2018,14.20,"SOURCE:  Estimates of Recurrent Revenue, Expenditure and Capital (http://www.gov.ai/documents/budget/2019%20GOA%20Budget.pdf)"
Latin America and the Caribbean,Anguilla,Education 2030 FFA,Education 2030 FFA,Government expenditure on education as a percentage of GDP (%),2019,2.83,"SOURCE:  Estimates of Recurrent Revenue, Expenditure and Capital (http://www.gov.ai/documents/budget/2019%20GOA%20Budget.pdf)"
Latin America and the Caribbean,Anguilla,1.a,1.a.2,Expenditure on education as a percentage of total government expenditure (%),2021,12.79,"SOURCE:  Estimates of Recurrent Revenue, Expenditure and Capital (http://www.gov.ai/documents/2021%20Budget.pdf ; http://www.gov.ai/documents/finance/2022%20Budget.pdf)"
Latin America and the Caribbean,Anguilla,1.a,1.a.2,Expenditure on education as a percentage of total government expenditure (%),2020,12.56,"SOURCE:  Estimates of Recurrent Revenue, Expenditure and Capital (http://www.gov.ai/documents/finance/2022%20Budget.pdf)"
Europe and Northern America,Albania,4.2,4.2.4,"Net enrolment rate, pre-primary, both sexes (%)",2018,77.01,
Europe and Northern America,Albania,4.2,4.2.4,"Net enrolment rate, pre-primary, female (%)",2016,76.01,
Europe and Northern America,Albania,4.1,4.1.4,"Out-of-school rate for children of primary school age, both sexes (%)",2017,1.71,
Europe and Northern America,Albania,4.1,4.1.4,"Out-of-school rate for children of primary school age, both sexes (%)",2013,0.37,
Europe and Northern America,Albania,4.5,4.5.6,International expenditure on education as a percentage of GDP (%),2020,0.58,SOURCE: OECD CRS data (0 is either 0 or not reported)
Europe and Northern America,Albania,4.2,4.2.4,"Net enrolment rate, pre-primary, male (%)",2014,77.40,
Europe and Northern America,Albania,4.1,4.1.4,"Out-of-school rate for children of primary school age, both sexes (%)",2022,9.20,
Europe and Northern America,Albania,Education 2030 FFA,Education 2030 FFA,Government expenditure on education as a percentage of GDP (%),2013,3.54,
Europe and Northern America,Albania,Education 2030 FFA,Education 2030 FFA,Government expenditure on education as a percentage of GDP (%),2019,3.92,
Europe and Northern America,Albania,4.2,4.2.4,"Net enrolment rate, pre-primary, both sexes (%)",2014,76.65,
Europe and Northern America,Albania,4.1,4.1.2,"Completion rate, primary education, male (%)",2014,96.90,SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)
Europe and Northern America,Albania,4.2,4.2.4,"Net enrolment rate, pre-primary, female (%)",2013,76.88,
Europe and Northern America,Albania,4.1,4.1.4,"Out-of-school rate for children of primary school age, both sexes (%)",2016,1.15,
Europe and Northern America,Albania,1.a,1.a.2,Expenditure on education as a percentage of total government expenditure (%),2017,10.57,SOURCE: IMF; indicator GEETO_G14_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of total expenditure; downloaded from https://data.imf.org on 9 August 2023
Europe and Northern America,Albania,Education 2030 FFA,Education 2030 FFA,Government expenditure on education as a percentage of GDP (%),2016,3.96,
Europe and Northern America,Albania,4.5,4.5.6,Initial government expenditure on education as a percentage of GDP (%),2015,3.17,SOURCE: UIS/UOE data; int'l transfers subtracted using OECD CRS
Europe and Northern America,Albania,4.2,4.2.4,"Net enrolment rate, pre-primary, both sexes (%)",2021,75.25,
Europe and Northern America,Albania,4.2,4.2.4,"Net enrolment rate, pre-primary, female (%)",2022,79.34,
Europe and Northern America,Albania,4.2,4.2.4,"Net enrolment rate, pre-primary, female (%)",2017,76.36,
Europe and Northern America,Albania,Education 2030 FFA,Education 2030 FFA,Government expenditure on education as a percentage of GDP (%),2021,3.09,SOURCE: IMF; indicator GEE_G14_GDP_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of GDP; downloaded from https://data.imf.org on 9 August 2023
Europe and Northern America,Albania,4.1,4.1.2,"Completion rate, primary education, both sexes (%)",2018,97.30,SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)
Europe and Northern America,Albania,1.a,1.a.2,Expenditure on education as a percentage of total government expenditure (%),2020,10.13,SOURCE: IMF; indicator GEETO_G14_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of total expenditure; downloaded from https://data.imf.org on 9 August 2023
Europe and Northern America,Albania,1.a,1.a.2,Expenditure on education as a percentage of total government expenditure (%),2018,10.97,SOURCE: IMF; indicator GEETO_G14_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of total expenditure; downloaded from https://data.imf.org on 9 August 2023
Europe and Northern America,Albania,4.1,4.1.4,"Out-of-school rate for children of primary school age, female (%)",2022,11.47,
Europe and Northern America,Albania,1.a,1.a.2,Expenditure on education as a percentage of total government expenditure (%),2015,10.44,SOURCE: IMF; indicator GEETO_G14_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of total expenditure; downloaded from https://data.imf.org on 9 August 2023
Europe and Northern America,Albania,4.1,4.1.2,"Completion rate, primary education, female (%)",2019,98.00,SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)
Europe and Northern America,Albania,4.2,4.2.4,"Net enrolment rate, pre-primary, male (%)",2016,78.81,
Europe and Northern America,Albania,4.2,4.2.4,"Net enrolment rate, pre-primary, female (%)",2021,73.63,
Europe and Northern America,Albania,4.2,4.2.4,"Net enrolment rate, pre-primary, male (%)",2013,77.61,
Europe and Northern America,Albania,4.1,4.1.2,"Completion rate, primary education, female (%)",2017,97.54,SOURCE: Albania DHS 2017-18. The survey collected data on school attendance for age 6-24 and educational attainment for age 6 and above.
Europe and Northern America,Albania,4.1,4.1.2,"Completion rate, primary education, both sexes (%)",2013,97.80,SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)
Europe and Northern America,Albania,4.5,4.5.6,International expenditure on education as a percentage of GDP (%),2019,0.35,SOURCE: OECD CRS data (0 is either 0 or not reported)
Europe and Northern America,Albania,4.1,4.1.4,"Out-of-school rate for children of primary school age, female (%)",2021,8.35,
Europe and Northern America,Albania,4.1,4.1.2,"Completion rate, primary education, both sexes (%)",2019,97.30,SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)
Europe and Northern America,Albania,4.1,4.1.2,"Completion rate, primary education, male (%)",2015,96.90,SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)
Europe and Northern America,Albania,4.1,4.1.2,"Completion rate, primary education, female (%)",2020,98.10,SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)
Europe and Northern America,Albania,4.1,4.1.2,"Completion rate, primary education, both sexes (%)",2015,97.60,SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)
Europe and Northern America,Albania,4.5,4.5.6,International expenditure on education as a percentage of GDP (%),2015,0.26,SOURCE: OECD CRS data (0 is either 0 or not reported)
Europe and Northern America,Albania,4.1,4.1.2,"Completion rate, primary education, female (%)",2013,97.90,SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)
Europe and Northern America,Albania,4.2,4.2.4,"Net enrolment rate, pre-primary, both sexes (%)",2015,74.50,
Europe and Northern America,Albania,4.2,4.2.4,"Net enrolment rate, pre-primary, both sexes (%)",2017,77.83,
Europe and Northern America,Albania,4.1,4.1.4,"Out-of-school rate for children of primary school age, female (%)",2020,5.44,QUALIFIER: This data point is an ESTIMATE produced by the UNESCO INSTITUTE FOR STATISTICS.
Europe and Northern America,Albania,4.1,4.1.4,"Out-of-school rate for children of primary school age, both sexes (%)",2020,3.40,QUALIFIER: This data point is an ESTIMATE produced by the UNESCO INSTITUTE FOR STATISTICS.
Europe and Northern America,Albania,4.5,4.5.6,Initial private expenditure on education (household) as a percentage of GDP (%),2016,2.06,SOURCE: UIS/UOE data
Europe and Northern America,Albania,4.2,4.2.4,"Net enrolment rate, pre-primary, female (%)",2015,73.09,
Europe and Northern America,Albania,Education 2030 FFA,Education 2030 FFA,Government expenditure on education as a percentage of GDP (%),2018,3.15,SOURCE: IMF; indicator GEE_G14_GDP_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of GDP; downloaded from https://data.imf.org on 9 August 2023
Europe and Northern America,Albania,4.5,4.5.6,"Expenditure on education (public, households, ODA) as a percentage of GDP",2015,3.67,SOURCE: UIS estimate based on data available for each sub-indicator
Europe and Northern America,Albania,4.1,4.1.4,"Out-of-school rate for children of primary school age, both sexes (%)",2018,1.64,
Europe and Northern America,Albania,4.2,4.2.4,"Net enrolment rate, pre-primary, both sexes (%)",2022,80.49,
Europe and Northern America,Albania,4.5,4.5.6,International expenditure on education as a percentage of GDP (%),2016,0.25,SOURCE: OECD CRS data (0 is either 0 or not reported)
Europe and Northern America,Albania,4.5,4.5.6,"Expenditure on education (public, households, ODA) as a percentage of GDP",2016,6.02,SOURCE: UIS estimate based on data available for each sub-indicator
Europe and Northern America,Albania,4.1,4.1.4,"Out-of-school rate for children of primary school age, both sexes (%)",2019,2.11,
Europe and Northern America,Albania,1.a,1.a.2,Expenditure on education as a percentage of total government expenditure (%),2019,11.40,SOURCE: IMF; indicator GEETO_G14_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of total expenditure; downloaded from https://data.imf.org on 9 August 2023
Europe and Northern America,Albania,4.5,4.5.6,Initial private expenditure on education (household) as a percentage of GDP (%),2015,0.23,SOURCE: UIS/UOE data
Europe and Northern America,Albania,4.5,4.5.6,Initial government expenditure on education as a percentage of GDP (%),2019,3.57,SOURCE: UIS/UOE data; int'l transfers subtracted using OECD CRS
Europe and Northern America,Albania,Education 2030 FFA,Education 2030 FFA,Government expenditure on education as a percentage of GDP (%),2017,3.61,
Europe and Northern America,Albania,4.1,4.1.2,"Completion rate, primary education, female (%)",2016,97.90,SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)
Europe and Northern America,Albania,4.1,4.1.2,"Completion rate, primary education, male (%)",2020,96.80,SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)
Europe and Northern America,Albania,4.1,4.1.4,"Out-of-school rate for children of primary school age, both sexes (%)",2021,6.19,
Europe and Northern America,Albania,1.a,1.a.2,Expenditure on education as a percentage of total government expenditure (%),2021,9.83,SOURCE: IMF; indicator GEETO_G14_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of total expenditure; downloaded from https://data.imf.org on 9 August 2023
Europe and Northern America,Albania,4.5,4.5.6,Initial government expenditure on education as a percentage of GDP (%),2016,3.71,SOURCE: UIS/UOE data; int'l transfers subtracted using OECD CRS
Europe and Northern America,Albania,1.a,1.a.2,Expenditure on education as a percentage of total government expenditure (%),2016,10.83,SOURCE: IMF; indicator GEETO_G14_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of total expenditure; downloaded from https://data.imf.org on 9 August 2023
Europe and Northern America,Albania,4.2,4.2.4,"Net enrolment rate, pre-primary, male (%)",2017,79.24,
Europe and Northern America,Albania,4.5,4.5.6,Initial private expenditure on education (household) as a percentage of GDP (%),2019,2.48,SOURCE: Household survey data
Europe and Northern America,Albania,1.a,1.a.2,Expenditure on education as a percentage of total government expenditure (%),2014,10.99,SOURCE: IMF; indicator GEETO_G14_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of total expenditure; downloaded from https://data.imf.org on 9 August 2023
Europe and Northern America,Albania,4.2,4.2.4,"Net enrolment rate, pre-primary, female (%)",2014,75.85,
Europe and Northern America,Albania,4.1,4.1.2,"Completion rate, primary education, both sexes (%)",2017,97.43,SOURCE: Albania DHS 2017-18. The survey collected data on school attendance for age 6-24 and educational attainment for age 6 and above.
Europe and Northern America,Albania,4.2,4.2.4,"Net enrolment rate, pre-primary, both sexes (%)",2016,77.44,
Europe and Northern America,Albania,4.1,4.1.2,"Completion rate, primary education, male (%)",2019,96.80,SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)
Europe and Northern America,Albania,Education 2030 FFA,Education 2030 FFA,Government expenditure on education as a percentage of GDP (%),2014,3.22,SOURCE: IMF; indicator GEE_G14_GDP_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of GDP; downloaded from https://data.imf.org on 9 August 2023
Europe and Northern America,Albania,4.2,4.2.4,"Net enrolment rate, pre-primary, both sexes (%)",2013,77.26,
Europe and Northern America,Albania,Education 2030 FFA,Education 2030 FFA,Government expenditure on education as a percentage of GDP (%),2015,3.44,
Europe and Northern America,Albania,4.1,4.1.2,"Completion rate, primary education, male (%)",2013,97.00,SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)
Europe and Northern America,Albania,4.1,4.1.2,"Completion rate, primary education, female (%)",2015,97.90,SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)
